,la_code,reporting_year,academic_year,region_code,region_name,la_name,pt_ks2_expectations,pt_ks4_expectations,avg_p8score,num_convictions,num_placed_inside_la,pt_convictions,pt_placed_inside_la,num_substance,num_private_provis,pt_substance,pt_private_provis,num_3_more_placemts,pt_3_more_placemts,inspection_date,ofsted_overall,ofsted_leaders,ofsted_help_protection,ofsted_care,cla_budget,number_in_care,number_in_care_filled,num_convictions_filled,num_placed_inside_la_filled,num_substance_filled,num_private_provis_filled,num_3_more_placemts_filled,pt_convictions_filled,pt_placed_inside_la_filled,pt_substance_filled,pt_private_provis_filled,pt_3_more_placemts_filled,pt_ks2_expectations_filled,pt_ks4_expectations_filled,avg_p8score_filled,per_child_spend,cla_budget_filled,ofsted_overall_filled,ofsted_leaders_filled,ofsted_care_filled,ofsted_help_protection_filled,budget_per_child
501,E10000007,2019,201819.0,E12000004,East Midlands,Derbyshire,36.0,18.6,-1.07,,489.0,,61.0,10.0,295.0,2.0,37.0,67.0,8.0,08/07/2019,2.0,3.0,2.0,2.0,37511.0,801.0,801.0,3.0,489.0,10.0,295.0,67.0,0.37453183520599254,61.0,2.0,37.0,8.0,36.0,18.6,-1.07,46.830212234706615,37511.0,2.0,3.0,2.0,2.0,46.830212234706615
350,E10000007,2020,201920.0,E12000004,East Midlands,Derbyshire,,17.7,,,489.0,,57.0,,315.0,,37.0,95.0,11.0,,,,,,38918.0,862.0,862.0,4.0,489.0,5.0,315.0,95.0,0.46403712296983757,57.0,0.580046403712297,37.0,11.0,33.01180404479897,17.7,-1.2386981810490694,45.148491879350345,38918.0,2.0,3.0,2.0,2.0,45.148491879350345
200,E10000007,2021,202021.0,E12000004,East Midlands,Derbyshire,,15.2,,9.0,501.0,2.0,56.0,9.0,364.0,2.0,40.0,85.0,9.0,,,,,,52344.0,899.0,899.0,9.0,501.0,9.0,364.0,85.0,2.0,56.0,2.0,40.0,9.0,33.01180404479897,15.2,-1.2386981810490694,58.224694104560626,52344.0,2.0,3.0,2.0,2.0,58.224694104560626
51,E10000007,2022,202122.0,E12000004,East Midlands,Derbyshire,18.0,16.4,-1.25,9.0,516.0,2.0,57.0,20.0,368.0,3.0,40.0,105.0,12.0,,,,,,59861.0,909.0,909.0,9.0,516.0,20.0,368.0,105.0,2.0,57.0,3.0,40.0,12.0,18.0,16.4,-1.25,65.85368536853686,59861.0,2.0,3.0,2.0,2.0,65.85368536853686
705,E10000008,2018,201718.0,E12000009,South West,Devon,,12.3,-1.71,22.0,525.0,6.0,75.0,59.0,255.0,13.0,37.0,84.0,12.0,,,,,,45677.0,698.0,698.0,22.0,525.0,59.0,255.0,84.0,6.0,75.0,13.0,37.0,12.0,40.0,12.3,-1.71,65.43982808022923,45677.0,1.0,1.0,1.0,2.0,65.43982808022923
556,E10000008,2019,201819.0,E12000009,South West,Devon,,,-2.26,17.0,569.0,4.0,76.0,63.0,253.0,12.0,34.0,105.0,14.0,,,,,,50559.0,750.0,750.0,17.0,569.0,63.0,253.0,105.0,4.0,76.0,12.0,34.0,14.0,35.75,17.880000000000003,-2.26,67.412,50559.0,1.0,1.0,1.0,2.0,67.412
406,E10000008,2020,201920.0,E12000009,South West,Devon,,37.5,,8.0,580.0,2.0,77.0,13.0,249.0,3.0,33.0,88.0,12.0,20/01/2020,1.0,1.0,2.0,1.0,57825.0,749.0,749.0,8.0,580.0,13.0,249.0,88.0,2.0,77.0,3.0,33.0,12.0,37.166666666666664,37.5,-1.333976528059097,77.20293724966622,57825.0,1.0,1.0,1.0,2.0,77.20293724966622
256,E10000008,2021,202021.0,E12000009,South West,Devon,,32.8,,9.0,588.0,2.0,72.0,16.0,295.0,3.0,36.0,107.0,13.0,,,,,,60424.0,812.0,812.0,9.0,588.0,16.0,295.0,107.0,2.0,72.0,3.0,36.0,13.0,37.166666666666664,32.8,-1.333976528059097,74.41379310344827,60424.0,1.0,1.0,1.0,2.0,74.41379310344827
106,E10000008,2022,202122.0,E12000009,South West,Devon,31.0,26.7,-1.26,14.0,594.0,3.0,73.0,7.0,306.0,1.0,37.0,98.0,12.0,,,,,,67550.0,819.0,819.0,14.0,594.0,7.0,306.0,98.0,3.0,73.0,1.0,37.0,12.0,31.0,26.7,-1.26,82.47863247863248,67550.0,1.0,1.0,1.0,2.0,82.47863247863248
637,E08000017,2018,201718.0,E12000003,Yorkshire and The Humber,Doncaster,55.0,27.3,-1.15,11.0,353.0,4.0,62.0,27.0,226.0,7.0,40.0,66.0,12.0,,,,,,26673.0,568.0,568.0,11.0,353.0,27.0,226.0,66.0,4.0,62.0,7.0,40.0,12.0,55.0,27.3,-1.15,46.95950704225352,26673.0,2.0,1.0,2.0,2.0,46.95950704225352
488,E08000017,2019,201819.0,E12000003,Yorkshire and The Humber,Doncaster,42.0,15.8,-0.77,10.0,324.0,4.0,61.0,28.0,218.0,7.0,41.0,64.0,12.0,,,,,,27534.0,532.0,532.0,10.0,324.0,28.0,218.0,64.0,4.0,61.0,7.0,41.0,12.0,42.0,15.8,-0.77,51.755639097744364,27534.0,2.0,1.0,2.0,2.0,51.755639097744364
337,E08000017,2020,201920.0,E12000003,Yorkshire and The Humber,Doncaster,,17.6,,,313.0,,62.0,12.0,210.0,3.0,42.0,47.0,9.0,,,,,,34942.0,506.0,506.0,5.0,313.0,12.0,210.0,47.0,0.9881422924901186,62.0,3.0,42.0,9.0,34.42857142857143,17.6,-1.1673333333333333,69.05533596837945,34942.0,2.0,1.0,2.0,2.0,69.05533596837945
187,E08000017,2021,202021.0,E12000003,Yorkshire and The Humber,Doncaster,,28.0,,,345.0,,63.0,9.0,231.0,2.0,42.0,41.0,7.0,,,,,,34775.0,549.0,549.0,6.0,345.0,9.0,231.0,41.0,1.092896174863388,63.0,2.0,42.0,7.0,34.42857142857143,28.0,-1.1673333333333333,63.342440801457194,34775.0,2.0,1.0,2.0,2.0,63.342440801457194
38,E08000017,2022,202122.0,E12000003,Yorkshire and The Humber,Doncaster,32.0,15.7,-1.13,0.0,377.0,0.0,64.0,21.0,257.0,5.0,44.0,35.0,6.0,14/02/2022,2.0,1.0,2.0,2.0,37669.0,589.0,589.0,0.0,377.0,21.0,257.0,35.0,0.0,64.0,5.0,44.0,6.0,32.0,15.7,-1.13,63.95415959252971,37669.0,2.0,1.0,2.0,2.0,63.95415959252971
706,E06000059,2018,201718.0,E12000009,South West,Dorset,,20.6,-1.3,10.0,272.0,5.0,60.0,,116.0,,26.0,36.0,8.0,,,,,,17320.0,450.0,450.0,10.0,272.0,6.0,116.0,36.0,5.0,60.0,1.3333333333333335,26.0,8.0,40.0,20.6,-1.3,38.48888888888889,17320.0,3.0,4.0,3.0,3.0,38.48888888888889
557,E06000059,2019,201819.0,E12000009,South West,Dorset,,,-0.96,13.0,251.0,6.0,61.0,8.0,154.0,3.0,37.0,57.0,14.0,,,,,,22447.0,414.0,414.0,13.0,251.0,8.0,154.0,57.0,6.0,61.0,3.0,37.0,14.0,35.75,17.880000000000003,-0.96,54.21980676328502,22447.0,3.0,4.0,3.0,3.0,54.21980676328502
407,E06000059,2020,201920.0,E12000009,South West,Dorset,,32.3,,9.0,279.0,4.0,59.0,8.0,196.0,3.0,41.0,52.0,11.0,,,,,,25603.0,476.0,476.0,9.0,279.0,8.0,196.0,52.0,4.0,59.0,3.0,41.0,11.0,37.166666666666664,32.3,-1.333976528059097,53.78781512605042,25603.0,3.0,4.0,3.0,3.0,53.78781512605042
257,E06000059,2021,202021.0,E12000009,South West,Dorset,,28.1,,,258.0,,57.0,10.0,179.0,3.0,40.0,46.0,10.0,27/09/2021,3.0,4.0,3.0,3.0,31291.0,450.0,450.0,3.0,258.0,10.0,179.0,46.0,0.6666666666666667,57.0,3.0,40.0,10.0,37.166666666666664,28.1,-1.333976528059097,69.53555555555556,31291.0,3.0,4.0,3.0,3.0,69.53555555555556
107,E06000059,2022,202122.0,E12000009,South West,Dorset,,,-1.64,,236.0,,53.0,16.0,196.0,5.0,44.0,45.0,10.0,,,,,,35696.0,448.0,448.0,4.0,236.0,16.0,196.0,45.0,0.8928571428571428,53.0,5.0,44.0,10.0,35.75,22.571428571428573,-1.64,79.67857142857143,35696.0,3.0,4.0,3.0,3.0,79.67857142857143
660,E08000027,2018,201718.0,E12000005,West Midlands,Dudley,29.0,23.1,-1.18,11.0,359.0,3.0,54.0,24.0,206.0,5.0,31.0,52.0,8.0,,,,,,31666.0,662.0,662.0,11.0,359.0,24.0,206.0,52.0,3.0,54.0,5.0,31.0,8.0,29.0,23.1,-1.18,47.833836858006045,31666.0,2.0,2.0,2.0,2.0,47.833836858006045
511,E08000027,2019,201819.0,E12000005,West Midlands,Dudley,37.0,,-1.41,9.0,367.0,3.0,56.0,18.0,210.0,4.0,32.0,54.0,8.0,,,,,,33236.0,659.0,659.0,9.0,367.0,18.0,210.0,54.0,3.0,56.0,4.0,32.0,8.0,37.0,19.11111111111111,-1.41,50.433990895295906,33236.0,2.0,2.0,2.0,2.0,50.433990895295906
360,E08000027,2020,201920.0,E12000005,West Midlands,Dudley,,23.1,,8.0,344.0,2.0,55.0,23.0,232.0,4.0,37.0,74.0,12.0,,,,,,32301.0,623.0,623.0,8.0,344.0,23.0,232.0,74.0,2.0,55.0,4.0,37.0,12.0,35.111111111111114,23.1,-1.1357142857142857,51.84751203852328,32301.0,2.0,2.0,2.0,2.0,51.84751203852328
210,E08000027,2021,202021.0,E12000005,West Midlands,Dudley,,35.7,,,339.0,,55.0,22.0,228.0,4.0,37.0,45.0,7.0,,,,,,33197.0,621.0,621.0,5.0,339.0,22.0,228.0,45.0,0.8051529790660225,55.0,4.0,37.0,7.0,35.111111111111114,35.7,-1.1357142857142857,53.4573268921095,33197.0,2.0,2.0,2.0,2.0,53.4573268921095
60,E08000027,2022,202122.0,E12000005,West Midlands,Dudley,22.0,26.2,-0.76,0.0,300.0,0.0,51.0,25.0,241.0,5.0,41.0,53.0,9.0,31/10/2022,2.0,2.0,2.0,2.0,36801.0,585.0,585.0,0.0,300.0,25.0,241.0,53.0,0.0,51.0,5.0,41.0,9.0,22.0,26.2,-0.76,62.90769230769231,36801.0,2.0,2.0,2.0,2.0,62.90769230769231
735,E09000009,2018,201718.0,E13000002,Outer London,Ealing,,28.0,-1.02,8.0,136.0,4.0,40.0,18.0,142.0,8.0,42.0,43.0,13.0,,,,,,24758.0,341.0,341.0,8.0,136.0,18.0,142.0,43.0,4.0,40.0,8.0,42.0,13.0,52.333333333333336,28.0,-1.02,72.60410557184751,24758.0,2.0,2.0,2.0,2.0,72.60410557184751
586,E09000009,2019,201819.0,E13000002,Outer London,Ealing,,,-1.44,,124.0,,35.0,28.0,146.0,12.0,42.0,34.0,10.0,04/11/2019,2.0,2.0,2.0,2.0,23915.0,351.0,351.0,1.0,124.0,28.0,146.0,34.0,0.2849002849002849,35.0,12.0,42.0,10.0,46.666666666666664,25.6,-1.44,68.13390313390313,23915.0,2.0,2.0,2.0,2.0,68.13390313390313
437,E09000009,2020,201920.0,E13000002,Outer London,Ealing,,21.2,,,125.0,,38.0,12.0,146.0,5.0,44.0,29.0,9.0,,,,,,26705.0,332.0,332.0,1.0,125.0,12.0,146.0,29.0,0.30120481927710846,38.0,5.0,44.0,9.0,48.77777777777778,21.2,-1.3151923076923078,80.4367469879518,26705.0,2.0,2.0,2.0,2.0,80.4367469879518
286,E09000009,2021,202021.0,E13000002,Outer London,Ealing,,46.7,,,107.0,,35.0,12.0,144.0,6.0,47.0,36.0,12.0,,,,,,,307.0,307.0,6.0,107.0,12.0,144.0,36.0,1.9543973941368076,35.0,6.0,47.0,12.0,48.77777777777778,46.7,-1.3151923076923078,77.22984711324331,23709.563063765698,2.0,2.0,2.0,2.0,77.22984711324331
136,E09000009,2022,202122.0,E13000002,Outer London,Ealing,55.0,31.3,-1.41,7.0,130.0,4.0,40.0,25.0,152.0,12.0,46.0,45.0,14.0,,,,,,28072.0,328.0,328.0,7.0,130.0,25.0,152.0,45.0,4.0,40.0,12.0,46.0,14.0,55.0,31.3,-1.41,85.58536585365853,28072.0,2.0,2.0,2.0,2.0,85.58536585365853
638,E06000011,2018,201718.0,E12000003,Yorkshire and The Humber,East Riding of Yorkshire,,,-1.15,7.0,218.0,5.0,70.0,10.0,72.0,5.0,23.0,52.0,17.0,,,,,,17340.0,312.0,312.0,7.0,218.0,10.0,72.0,52.0,5.0,70.0,5.0,23.0,17.0,38.714285714285715,20.025,-1.15,55.57692307692308,17340.0,3.0,3.0,3.0,3.0,55.57692307692308
489,E06000011,2019,201819.0,E12000003,Yorkshire and The Humber,East Riding of Yorkshire,,33.3,-1.26,7.0,218.0,5.0,65.0,,80.0,,24.0,40.0,12.0,,,,,,17860.0,334.0,334.0,7.0,218.0,1.0,80.0,40.0,5.0,65.0,0.29940119760479045,24.0,12.0,36.0,33.3,-1.26,53.47305389221557,17860.0,3.0,3.0,3.0,3.0,53.47305389221557
338,E06000011,2020,201920.0,E12000003,Yorkshire and The Humber,East Riding of Yorkshire,,27.3,,6.0,230.0,3.0,68.0,8.0,82.0,3.0,24.0,47.0,14.0,,,,,,19762.0,340.0,340.0,6.0,230.0,8.0,82.0,47.0,3.0,68.0,3.0,24.0,14.0,34.42857142857143,27.3,-1.1673333333333333,58.12352941176471,19762.0,3.0,3.0,3.0,3.0,58.12352941176471
188,E06000011,2021,202021.0,E12000003,Yorkshire and The Humber,East Riding of Yorkshire,,45.5,,,233.0,,68.0,9.0,81.0,3.0,24.0,31.0,9.0,,,,,,20986.0,344.0,344.0,6.0,233.0,9.0,81.0,31.0,1.744186046511628,68.0,3.0,24.0,9.0,34.42857142857143,45.5,-1.1673333333333333,61.00581395348837,20986.0,3.0,3.0,3.0,3.0,61.00581395348837
39,E06000011,2022,202122.0,E12000003,Yorkshire and The Humber,East Riding of Yorkshire,,,-1.48,,219.0,,67.0,,62.0,,19.0,49.0,15.0,30/01/2023,3.0,3.0,3.0,3.0,20982.0,325.0,325.0,2.0,219.0,6.0,62.0,49.0,0.6153846153846154,67.0,1.8461538461538463,19.0,15.0,27.333333333333332,23.93,-1.48,64.56,20982.0,3.0,3.0,3.0,3.0,64.56
686,E10000011,2018,201718.0,E12000008,South East,East Sussex,24.0,,-1.5,7.0,499.0,2.0,83.0,20.0,126.0,5.0,21.0,69.0,11.0,16/07/2018,4.0,4.0,3.0,4.0,28827.0,601.0,601.0,7.0,499.0,20.0,126.0,69.0,2.0,83.0,5.0,21.0,11.0,24.0,23.857142857142858,-1.5,47.96505823627288,28827.0,4.0,4.0,4.0,3.0,47.96505823627288
537,E10000011,2019,201819.0,E12000008,South East,East Sussex,,,-1.33,6.0,501.0,2.0,85.0,19.0,135.0,4.0,23.0,72.0,12.0,,,,,,35041.0,589.0,589.0,6.0,501.0,19.0,135.0,72.0,2.0,85.0,4.0,23.0,12.0,37.22222222222222,13.566666666666668,-1.33,59.492359932088284,35041.0,4.0,4.0,4.0,3.0,59.492359932088284
386,E10000011,2020,201920.0,E12000008,South East,East Sussex,,30.0,,7.0,475.0,2.0,82.0,20.0,140.0,4.0,24.0,85.0,15.0,,,,,,37955.0,580.0,580.0,7.0,475.0,20.0,140.0,85.0,2.0,82.0,4.0,24.0,15.0,33.708333333333336,30.0,-1.326851851851852,65.4396551724138,37955.0,4.0,4.0,4.0,3.0,65.4396551724138
236,E10000011,2021,202021.0,E12000008,South East,East Sussex,,31.9,,6.0,482.0,2.0,79.0,19.0,191.0,4.0,31.0,83.0,14.0,,,,,,46316.0,610.0,610.0,6.0,482.0,19.0,191.0,83.0,2.0,79.0,4.0,31.0,14.0,33.708333333333336,31.9,-1.326851851851852,75.92786885245901,46316.0,4.0,4.0,4.0,3.0,75.92786885245901
86,E10000011,2022,202122.0,E12000008,South East,East Sussex,29.0,30.8,-1.17,,508.0,,81.0,18.0,195.0,4.0,31.0,65.0,10.0,,,,,,52156.0,628.0,628.0,4.0,508.0,18.0,195.0,65.0,0.6369426751592357,81.0,4.0,31.0,10.0,29.0,30.8,-1.17,83.05095541401273,52156.0,4.0,4.0,4.0,3.0,83.05095541401273
736,E09000010,2018,201718.0,E13000002,Outer London,Enfield,,32.0,-0.54,,186.0,,56.0,,151.0,,46.0,40.0,12.0,,,,,,16104.0,330.0,330.0,1.0,186.0,3.0,151.0,40.0,0.30303030303030304,56.0,0.9090909090909091,46.0,12.0,52.333333333333336,32.0,-0.54,48.8,16104.0,3.0,3.0,3.0,3.0,48.8
587,E09000010,2019,201819.0,E13000002,Outer London,Enfield,,,-1.84,,217.0,,58.0,,182.0,,49.0,50.0,13.0,04/03/2019,3.0,3.0,3.0,3.0,16857.0,374.0,374.0,3.0,217.0,6.0,182.0,50.0,0.8021390374331552,58.0,1.6042780748663104,49.0,13.0,46.666666666666664,25.6,-1.84,45.07219251336898,16857.0,3.0,3.0,3.0,3.0,45.07219251336898
438,E09000010,2020,201920.0,E13000002,Outer London,Enfield,,20.6,,,218.0,,59.0,0.0,181.0,0.0,49.0,36.0,10.0,,,,,,21452.0,372.0,372.0,6.0,218.0,0.0,181.0,36.0,1.6129032258064515,59.0,0.0,49.0,10.0,48.77777777777778,20.6,-1.3151923076923078,57.666666666666664,21452.0,3.0,3.0,3.0,3.0,57.666666666666664
287,E09000010,2021,202021.0,E13000002,Outer London,Enfield,,46.2,,0.0,205.0,0.0,55.0,,158.0,,42.0,30.0,8.0,,,,,,24154.0,375.0,375.0,0.0,205.0,6.0,158.0,30.0,0.0,55.0,1.6,42.0,8.0,48.77777777777778,46.2,-1.3151923076923078,64.41066666666667,24154.0,3.0,3.0,3.0,3.0,64.41066666666667
137,E09000010,2022,202122.0,E13000002,Outer London,Enfield,,,-1.35,0.0,200.0,0.0,52.0,,176.0,,46.0,30.0,8.0,,,,,,27708.0,386.0,386.0,0.0,200.0,1.0,176.0,30.0,0.0,52.0,0.2590673575129534,46.0,8.0,47.333333333333336,31.557142857142857,-1.35,71.78238341968913,27708.0,3.0,3.0,3.0,3.0,71.78238341968913
675,E10000012,2018,201718.0,E12000006,East of England,Essex,32.0,20.8,-1.05,16.0,801.0,3.0,79.0,8.0,341.0,1.0,34.0,81.0,8.0,,,,,,63462.0,1016.0,1016.0,16.0,801.0,8.0,341.0,81.0,3.0,79.0,1.0,34.0,8.0,32.0,20.8,-1.05,62.46259842519685,63462.0,4.0,4.0,4.0,4.0,62.46259842519685
526,E10000012,2019,201819.0,E12000006,East of England,Essex,31.0,22.0,-1.04,14.0,827.0,2.0,78.0,22.0,384.0,3.0,36.0,134.0,13.0,,,,,,67111.0,1060.0,1060.0,14.0,827.0,22.0,384.0,134.0,2.0,78.0,3.0,36.0,13.0,31.0,22.0,-1.04,63.3122641509434,67111.0,4.0,4.0,4.0,4.0,63.3122641509434
375,E10000012,2020,201920.0,E12000006,East of England,Essex,,25.5,,14.0,855.0,2.0,80.0,20.0,333.0,3.0,31.0,109.0,10.0,,,,,,75102.0,1073.0,1073.0,14.0,855.0,20.0,333.0,109.0,2.0,80.0,3.0,31.0,10.0,34.52173913043478,25.5,-1.1896875,69.99254426840633,75102.0,4.0,4.0,4.0,4.0,69.99254426840633
225,E10000012,2021,202021.0,E12000006,East of England,Essex,,27.2,,7.0,848.0,1.0,79.0,0.0,392.0,0.0,36.0,117.0,11.0,,,,,,77948.0,1080.0,1080.0,7.0,848.0,0.0,392.0,117.0,1.0,79.0,0.0,36.0,11.0,34.52173913043478,27.2,-1.1896875,72.17407407407407,77948.0,4.0,4.0,4.0,4.0,72.17407407407407
75,E10000012,2022,202122.0,E12000006,East of England,Essex,21.0,20.4,-1.39,,885.0,,79.0,41.0,423.0,5.0,38.0,125.0,11.0,26/06/2023,4.0,4.0,4.0,4.0,82650.0,1118.0,1118.0,3.0,885.0,41.0,423.0,125.0,0.26833631484794274,79.0,5.0,38.0,11.0,21.0,20.4,-1.39,73.92665474060823,82650.0,4.0,4.0,4.0,4.0,73.92665474060823
601,E08000037,2018,201718.0,E12000001,North East,Gateshead,,,-1.38,8.0,219.0,4.0,55.0,9.0,35.0,3.0,9.0,26.0,7.0,,,,,,17196.0,395.0,395.0,8.0,219.0,9.0,35.0,26.0,4.0,55.0,3.0,9.0,7.0,41.833333333333336,21.266666666666666,-1.38,43.53417721518987,17196.0,3.0,3.0,3.0,3.0,43.53417721518987
452,E08000037,2019,201819.0,E12000001,North East,Gateshead,46.0,,-1.5,6.0,203.0,3.0,54.0,21.0,37.0,8.0,10.0,37.0,10.0,29/04/2019,3.0,3.0,3.0,3.0,16140.0,379.0,379.0,6.0,203.0,21.0,37.0,37.0,3.0,54.0,8.0,10.0,10.0,46.0,22.14,-1.5,42.58575197889182,16140.0,3.0,3.0,3.0,3.0,42.58575197889182
301,E08000037,2020,201920.0,E12000001,North East,Gateshead,,,,12.0,225.0,6.0,54.0,28.0,48.0,10.0,12.0,39.0,9.0,,,,,,21448.0,414.0,414.0,12.0,225.0,28.0,48.0,39.0,6.0,54.0,10.0,12.0,9.0,43.77272727272727,29.685714285714287,-1.4188888888888889,51.806763285024154,21448.0,3.0,3.0,3.0,3.0,51.806763285024154
151,E08000037,2021,202021.0,E12000001,North East,Gateshead,,33.3,,6.0,239.0,3.0,54.0,17.0,67.0,6.0,15.0,32.0,7.0,,,,,,21851.0,439.0,439.0,6.0,239.0,17.0,67.0,32.0,3.0,54.0,6.0,15.0,7.0,43.77272727272727,33.3,-1.4188888888888889,49.77448747152619,21851.0,3.0,3.0,3.0,3.0,49.77448747152619
2,E08000037,2022,202122.0,E12000001,North East,Gateshead,38.0,,-1.38,,259.0,,54.0,14.0,87.0,4.0,18.0,38.0,8.0,,,,,,23835.0,483.0,483.0,3.0,259.0,14.0,87.0,38.0,0.6211180124223602,54.0,4.0,18.0,8.0,38.0,24.12857142857143,-1.38,49.34782608695652,23835.0,3.0,3.0,3.0,3.0,49.34782608695652
707,E10000013,2018,201718.0,E12000009,South West,Gloucestershire,23.0,,-1.52,13.0,535.0,4.0,82.0,23.0,187.0,5.0,29.0,72.0,11.0,,,,,,24400.0,656.0,656.0,13.0,535.0,23.0,187.0,72.0,4.0,82.0,5.0,29.0,11.0,23.0,23.209633027522937,-1.52,37.19512195121951,24400.0,2.0,2.0,2.0,2.0,37.19512195121951
558,E10000013,2019,201819.0,E12000009,South West,Gloucestershire,20.0,14.0,-1.76,9.0,539.0,3.0,75.0,13.0,231.0,3.0,32.0,93.0,13.0,,,,,,34611.0,716.0,716.0,9.0,539.0,13.0,231.0,93.0,3.0,75.0,3.0,32.0,13.0,20.0,14.0,-1.76,48.339385474860336,34611.0,2.0,2.0,2.0,2.0,48.339385474860336
408,E10000013,2020,201920.0,E12000009,South West,Gloucestershire,,11.5,,13.0,564.0,4.0,77.0,20.0,254.0,4.0,35.0,139.0,19.0,,,,,,48440.0,730.0,730.0,13.0,564.0,20.0,254.0,139.0,4.0,77.0,4.0,35.0,19.0,37.166666666666664,11.5,-1.333976528059097,66.35616438356165,48440.0,2.0,2.0,2.0,2.0,66.35616438356165
258,E10000013,2021,202021.0,E12000009,South West,Gloucestershire,,31.3,,,561.0,,72.0,10.0,286.0,2.0,36.0,125.0,16.0,,,,,,55265.0,784.0,784.0,5.0,561.0,10.0,286.0,125.0,0.6377551020408163,72.0,2.0,36.0,16.0,37.166666666666664,31.3,-1.333976528059097,70.49107142857143,55265.0,2.0,2.0,2.0,2.0,70.49107142857143
108,E10000013,2022,202122.0,E12000009,South West,Gloucestershire,38.0,,-1.89,14.0,607.0,4.0,72.0,33.0,304.0,6.0,36.0,107.0,13.0,07/02/2022,2.0,2.0,2.0,2.0,63357.0,840.0,840.0,14.0,607.0,33.0,304.0,107.0,4.0,72.0,6.0,36.0,13.0,38.0,22.571428571428573,-1.89,75.425,63357.0,2.0,2.0,2.0,2.0,75.425
737,E09000011,2018,201718.0,E13000002,Outer London,Greenwich,56.0,33.3,-1.46,11.0,132.0,4.0,27.0,19.0,269.0,5.0,54.0,49.0,10.0,,,,,,29053.0,497.0,497.0,11.0,132.0,19.0,269.0,49.0,4.0,27.0,5.0,54.0,10.0,56.0,33.3,-1.46,58.456740442655935,29053.0,3.0,3.0,3.0,3.0,58.456740442655935
588,E09000011,2019,201819.0,E13000002,Outer London,Greenwich,28.0,,-1.03,11.0,124.0,4.0,26.0,32.0,276.0,9.0,58.0,40.0,8.0,09/12/2019,3.0,3.0,3.0,3.0,30787.0,479.0,479.0,11.0,124.0,32.0,276.0,40.0,4.0,26.0,9.0,58.0,8.0,28.0,25.6,-1.03,64.27348643006263,30787.0,3.0,3.0,3.0,3.0,64.27348643006263
439,E09000011,2020,201920.0,E13000002,Outer London,Greenwich,,22.6,,7.0,124.0,3.0,27.0,31.0,250.0,9.0,54.0,36.0,8.0,,,,,,30543.0,461.0,461.0,7.0,124.0,31.0,250.0,36.0,3.0,27.0,9.0,54.0,8.0,48.77777777777778,22.6,-1.3151923076923078,66.25379609544468,30543.0,3.0,3.0,3.0,3.0,66.25379609544468
288,E09000011,2021,202021.0,E13000002,Outer London,Greenwich,,29.8,,9.0,119.0,3.0,29.0,29.0,224.0,9.0,54.0,36.0,9.0,,,,,,,417.0,417.0,9.0,119.0,29.0,224.0,36.0,3.0,29.0,9.0,54.0,9.0,48.77777777777778,29.8,-1.3151923076923078,77.22984711324331,32204.84624622246,3.0,3.0,3.0,3.0,77.22984711324331
138,E09000011,2022,202122.0,E13000002,Outer London,Greenwich,,26.5,-1.33,6.0,129.0,2.0,28.0,23.0,240.0,7.0,52.0,43.0,9.0,,,,,,28936.0,459.0,459.0,6.0,129.0,23.0,240.0,43.0,2.0,28.0,7.0,52.0,9.0,47.333333333333336,26.5,-1.33,63.04139433551198,28936.0,3.0,3.0,3.0,3.0,63.04139433551198
717,E09000012,2018,201718.0,E13000001,Inner London,Hackney,,,-1.52,11.0,89.0,6.0,23.0,21.0,202.0,9.0,53.0,43.0,11.0,,,,,,19159.0,382.0,382.0,11.0,89.0,21.0,202.0,43.0,6.0,23.0,9.0,53.0,11.0,42.75,17.75,-1.52,50.154450261780106,19159.0,2.0,2.0,3.0,2.0,50.154450261780106
568,E09000012,2019,201819.0,E13000001,Inner London,Hackney,,33.3,-1.22,9.0,103.0,4.0,25.0,27.0,214.0,10.0,53.0,52.0,13.0,11/11/2019,2.0,2.0,2.0,3.0,20952.0,405.0,405.0,9.0,103.0,27.0,214.0,52.0,4.0,25.0,10.0,53.0,13.0,40.75,33.3,-1.22,51.733333333333334,20952.0,2.0,2.0,3.0,2.0,51.733333333333334
419,E09000012,2020,201920.0,E13000001,Inner London,Hackney,,27.8,,13.0,106.0,6.0,25.0,32.0,224.0,12.0,52.0,54.0,13.0,,,,,,21330.0,431.0,431.0,13.0,106.0,32.0,224.0,54.0,6.0,25.0,12.0,52.0,13.0,45.44444444444444,27.8,-1.3625714285714285,49.48955916473318,21330.0,2.0,2.0,3.0,2.0,49.48955916473318
268,E09000012,2021,202021.0,E13000001,Inner London,Hackney,,21.2,,11.0,104.0,5.0,25.0,32.0,226.0,11.0,54.0,44.0,11.0,,,,,,21803.0,418.0,418.0,11.0,104.0,32.0,226.0,44.0,5.0,25.0,11.0,54.0,11.0,45.44444444444444,21.2,-1.3625714285714285,52.16028708133971,21803.0,2.0,2.0,3.0,2.0,52.16028708133971
118,E09000012,2022,202122.0,E13000001,Inner London,Hackney,,23.5,-1.58,12.0,102.0,5.0,25.0,17.0,197.0,6.0,49.0,58.0,14.0,,,,,,29432.0,405.0,405.0,12.0,102.0,17.0,197.0,58.0,5.0,25.0,6.0,49.0,14.0,75.0,23.5,-1.58,72.6716049382716,29432.0,2.0,2.0,3.0,2.0,72.6716049382716
