,la_code,reporting_year,academic_year,region_code,region_name,la_name,pt_ks2_expectations,pt_ks4_expectations,avg_p8score,num_convictions,num_placed_inside_la,pt_convictions,pt_placed_inside_la,num_substance,num_private_provis,pt_substance,pt_private_provis,num_3_more_placemts,pt_3_more_placemts,inspection_date,ofsted_overall,ofsted_leaders,ofsted_help_protection,ofsted_care,cla_budget,number_in_care,number_in_care_filled,num_convictions_filled,num_placed_inside_la_filled,num_substance_filled,num_private_provis_filled,num_3_more_placemts_filled,pt_convictions_filled,pt_placed_inside_la_filled,pt_substance_filled,pt_private_provis_filled,pt_3_more_placemts_filled,pt_ks2_expectations_filled,pt_ks4_expectations_filled,avg_p8score_filled,per_child_spend,cla_budget_filled,ofsted_overall_filled,ofsted_leaders_filled,ofsted_care_filled,ofsted_help_protection_filled,budget_per_child
283,E09000005,2021,202021.0,E13000002,Outer London,Brent,,,,11.0,124.0,7.0,43.0,17.0,159.0,9.0,55.0,37.0,13.0,,,,,,28552.0,289.0,289.0,11.0,124.0,17.0,159.0,37.0,7.0,43.0,9.0,55.0,13.0,48.77777777777778,36.49090909090909,-1.3151923076923078,98.79584775086505,28552.0,3.0,3.0,3.0,3.0,98.79584775086505
133,E09000005,2022,202122.0,E13000002,Outer London,Brent,,,-2.14,10.0,124.0,6.0,36.0,23.0,213.0,12.0,62.0,61.0,18.0,20/02/2023,3.0,3.0,3.0,3.0,26008.0,341.0,341.0,10.0,124.0,23.0,213.0,61.0,6.0,36.0,12.0,62.0,18.0,47.333333333333336,31.557142857142857,-2.14,76.26979472140762,26008.0,3.0,3.0,3.0,3.0,76.26979472140762
684,E06000043,2018,201718.0,E12000008,South East,Brighton and Hove,,22.0,-1.63,10.0,167.0,4.0,40.0,24.0,175.0,8.0,42.0,40.0,10.0,09/07/2018,3.0,3.0,2.0,3.0,29685.0,419.0,419.0,10.0,167.0,24.0,175.0,40.0,4.0,40.0,8.0,42.0,10.0,32.75,22.0,-1.63,70.8472553699284,29685.0,3.0,3.0,3.0,2.0,70.8472553699284
535,E06000043,2019,201819.0,E12000008,South East,Brighton and Hove,47.0,,-1.84,,160.0,,41.0,22.0,155.0,8.0,39.0,31.0,8.0,,,,,,30150.0,393.0,393.0,2.0,160.0,22.0,155.0,31.0,0.5089058524173028,41.0,8.0,39.0,8.0,47.0,13.566666666666668,-1.84,76.7175572519084,30150.0,3.0,3.0,3.0,2.0,76.7175572519084
384,E06000043,2020,201920.0,E12000008,South East,Brighton and Hove,,23.5,,,162.0,,44.0,16.0,132.0,6.0,36.0,41.0,11.0,,,,,,30941.0,371.0,371.0,6.0,162.0,16.0,132.0,41.0,1.6172506738544474,44.0,6.0,36.0,11.0,33.708333333333336,23.5,-1.326851851851852,83.3989218328841,30941.0,3.0,3.0,3.0,2.0,83.3989218328841
234,E06000043,2021,202021.0,E12000008,South East,Brighton and Hove,,27.8,,,144.0,,38.0,15.0,134.0,6.0,36.0,38.0,10.0,,,,,,32044.0,375.0,375.0,1.0,144.0,15.0,134.0,38.0,0.26666666666666666,38.0,6.0,36.0,10.0,33.708333333333336,27.8,-1.326851851851852,85.45066666666666,32044.0,3.0,3.0,3.0,2.0,85.45066666666666
84,E06000043,2022,202122.0,E12000008,South East,Brighton and Hove,,,-1.62,,148.0,,38.0,23.0,135.0,8.0,35.0,44.0,11.0,,,,,,33709.0,389.0,389.0,3.0,148.0,23.0,135.0,44.0,0.7712082262210797,38.0,8.0,35.0,11.0,30.285714285714285,21.418181818181818,-1.62,86.65552699228792,33709.0,3.0,3.0,3.0,2.0,86.65552699228792
703,E06000023,2018,201718.0,E12000009,South West,"Bristol, City of",31.0,12.2,-1.53,7.0,366.0,2.0,57.0,0.0,168.0,0.0,26.0,62.0,10.0,,,,,,34837.0,639.0,639.0,7.0,366.0,0.0,168.0,62.0,2.0,57.0,0.0,26.0,10.0,31.0,12.2,-1.53,54.51799687010955,34837.0,2.0,2.0,3.0,2.0,54.51799687010955
554,E06000023,2019,201819.0,E12000009,South West,"Bristol, City of",43.0,15.1,-1.22,12.0,357.0,3.0,58.0,,161.0,,26.0,54.0,9.0,,,,,,37046.0,617.0,617.0,12.0,357.0,2.0,161.0,54.0,3.0,58.0,0.3241491085899514,26.0,9.0,43.0,15.1,-1.22,60.042139384116695,37046.0,2.0,2.0,3.0,2.0,60.042139384116695
404,E06000023,2020,201920.0,E12000009,South West,"Bristol, City of",,26.9,,7.0,351.0,2.0,56.0,0.0,167.0,0.0,27.0,64.0,10.0,,,,,,38012.0,622.0,622.0,7.0,351.0,0.0,167.0,64.0,2.0,56.0,0.0,27.0,10.0,37.166666666666664,26.9,-1.333976528059097,61.11254019292605,38012.0,2.0,2.0,3.0,2.0,61.11254019292605
254,E06000023,2021,202021.0,E12000009,South West,"Bristol, City of",,24.1,,,346.0,,55.0,0.0,180.0,0.0,28.0,54.0,9.0,,,,,,33488.0,633.0,633.0,1.0,346.0,0.0,180.0,54.0,0.1579778830963665,55.0,0.0,28.0,9.0,37.166666666666664,24.1,-1.333976528059097,52.90363349131122,33488.0,2.0,2.0,3.0,2.0,52.90363349131122
104,E06000023,2022,202122.0,E12000009,South West,"Bristol, City of",30.0,24.1,-1.27,0.0,369.0,0.0,53.0,0.0,245.0,0.0,35.0,50.0,7.0,16/01/2023,2.0,2.0,2.0,3.0,42003.0,691.0,691.0,0.0,369.0,0.0,245.0,50.0,0.0,53.0,0.0,35.0,7.0,30.0,24.1,-1.27,60.785817655571634,42003.0,2.0,2.0,3.0,2.0,60.785817655571634
733,E09000006,2018,201718.0,E13000002,Outer London,Bromley,,,-1.46,13.0,126.0,9.0,41.0,24.0,109.0,13.0,35.0,35.0,11.0,19/11/2018,3.0,4.0,3.0,3.0,18163.0,310.0,310.0,13.0,126.0,24.0,109.0,35.0,9.0,41.0,13.0,35.0,11.0,52.333333333333336,26.04,-1.46,58.590322580645164,18163.0,3.0,4.0,3.0,3.0,58.590322580645164
584,E09000006,2019,201819.0,E13000002,Outer London,Bromley,,31.0,-1.75,7.0,135.0,4.0,39.0,25.0,137.0,12.0,39.0,33.0,9.0,,,,,,19078.0,348.0,348.0,7.0,135.0,25.0,137.0,33.0,4.0,39.0,12.0,39.0,9.0,46.666666666666664,31.0,-1.75,54.82183908045977,19078.0,3.0,4.0,3.0,3.0,54.82183908045977
435,E09000006,2020,201920.0,E13000002,Outer London,Bromley,,,,,139.0,,42.0,34.0,139.0,15.0,42.0,34.0,10.0,,,,,,22519.0,330.0,330.0,4.0,139.0,34.0,139.0,34.0,1.2121212121212122,42.0,15.0,42.0,10.0,48.77777777777778,27.84166666666667,-1.3151923076923078,68.23939393939393,22519.0,3.0,4.0,3.0,3.0,68.23939393939393
284,E09000006,2021,202021.0,E13000002,Outer London,Bromley,,38.2,,,142.0,,42.0,31.0,149.0,13.0,44.0,25.0,7.0,,,,,,21885.0,341.0,341.0,4.0,142.0,31.0,149.0,25.0,1.1730205278592376,42.0,13.0,44.0,7.0,48.77777777777778,38.2,-1.3151923076923078,64.17888563049853,21885.0,3.0,4.0,3.0,3.0,64.17888563049853
134,E09000006,2022,202122.0,E13000002,Outer London,Bromley,,,-1.72,,133.0,,41.0,14.0,146.0,6.0,45.0,35.0,11.0,,,,,,25970.0,328.0,328.0,4.0,133.0,14.0,146.0,35.0,1.2195121951219512,41.0,6.0,45.0,11.0,47.333333333333336,31.557142857142857,-1.72,79.17682926829268,25970.0,3.0,4.0,3.0,3.0,79.17682926829268
685,E06000060,2018,201718.0,E12000008,South East,Buckinghamshire,35.0,25.0,-1.09,10.0,210.0,4.0,44.0,,260.0,,55.0,28.0,6.0,,,,,,31719.0,472.0,472.0,10.0,210.0,5.0,260.0,28.0,4.0,44.0,1.059322033898305,55.0,6.0,35.0,25.0,-1.09,67.20127118644068,31719.0,2.0,2.0,2.0,2.0,67.20127118644068
536,E06000060,2019,201819.0,E12000008,South East,Buckinghamshire,38.0,,-1.43,8.0,221.0,3.0,43.0,6.0,256.0,2.0,50.0,48.0,9.0,,,,,,31082.0,514.0,514.0,8.0,221.0,6.0,256.0,48.0,3.0,43.0,2.0,50.0,9.0,38.0,13.566666666666668,-1.43,60.47081712062257,31082.0,2.0,2.0,2.0,2.0,60.47081712062257
385,E06000060,2020,201920.0,E12000008,South East,Buckinghamshire,,25.6,,14.0,238.0,5.0,49.0,7.0,232.0,2.0,48.0,53.0,11.0,,,,,,48540.0,484.0,484.0,14.0,238.0,7.0,232.0,53.0,5.0,49.0,2.0,48.0,11.0,33.708333333333336,25.6,-1.326851851851852,100.2892561983471,48540.0,2.0,2.0,2.0,2.0,100.2892561983471
235,E06000060,2021,202021.0,E12000008,South East,Buckinghamshire,,33.3,,6.0,237.0,2.0,46.0,,242.0,,47.0,50.0,10.0,06/12/2021,2.0,2.0,2.0,2.0,42841.0,510.0,510.0,6.0,237.0,4.0,242.0,50.0,2.0,46.0,0.7843137254901961,47.0,10.0,33.708333333333336,33.3,-1.326851851851852,84.00196078431372,42841.0,2.0,2.0,2.0,2.0,84.00196078431372
85,E06000060,2022,202122.0,E12000008,South East,Buckinghamshire,38.0,12.8,-1.49,,239.0,,48.0,11.0,233.0,3.0,46.0,53.0,11.0,,,,,,48653.0,502.0,502.0,4.0,239.0,11.0,233.0,53.0,0.796812749003984,48.0,3.0,46.0,11.0,38.0,12.8,-1.49,96.91832669322709,48653.0,2.0,2.0,2.0,2.0,96.91832669322709
614,E08000002,2018,201718.0,E12000002,North West,Bury,30.0,,-1.54,11.0,198.0,7.0,59.0,8.0,88.0,3.0,26.0,39.0,12.0,,,,,,10121.0,333.0,333.0,11.0,198.0,8.0,88.0,39.0,7.0,59.0,3.0,26.0,12.0,30.0,22.027272727272727,-1.54,30.393393393393392,10121.0,1.0,1.0,2.0,1.0,30.393393393393392
465,E08000002,2019,201819.0,E12000002,North West,Bury,,25.0,-1.13,8.0,195.0,5.0,58.0,10.0,92.0,4.0,27.0,44.0,13.0,,,,,,10955.0,335.0,335.0,8.0,195.0,10.0,92.0,44.0,5.0,58.0,4.0,27.0,13.0,41.111111111111114,25.0,-1.13,32.701492537313435,10955.0,1.0,1.0,2.0,1.0,32.701492537313435
314,E08000002,2020,201920.0,E12000002,North West,Bury,,,,6.0,204.0,4.0,60.0,9.0,99.0,3.0,29.0,38.0,11.0,,,,,,15280.0,342.0,342.0,6.0,204.0,9.0,99.0,38.0,4.0,60.0,3.0,29.0,11.0,38.5,27.98125,-1.376231884057971,44.67836257309941,15280.0,1.0,1.0,2.0,1.0,44.67836257309941
164,E08000002,2021,202021.0,E12000002,North West,Bury,,31.8,,,182.0,,52.0,9.0,113.0,3.0,33.0,33.0,10.0,25/10/2021,1.0,1.0,1.0,2.0,15422.0,347.0,347.0,2.0,182.0,9.0,113.0,33.0,0.5763688760806917,52.0,3.0,33.0,10.0,38.5,31.8,-1.376231884057971,44.44380403458213,15422.0,1.0,1.0,2.0,1.0,44.44380403458213
15,E08000002,2022,202122.0,E12000002,North West,Bury,,32.0,-0.61,,191.0,,53.0,14.0,128.0,5.0,36.0,37.0,10.0,,,,,,16905.0,359.0,359.0,5.0,191.0,14.0,128.0,37.0,1.392757660167131,53.0,5.0,36.0,10.0,34.05555555555556,32.0,-0.61,47.089136490250695,16905.0,1.0,1.0,2.0,1.0,47.089136490250695
636,E08000033,2018,201718.0,E12000003,Yorkshire and The Humber,Calderdale,,,-1.6,,179.0,,60.0,7.0,68.0,3.0,23.0,28.0,9.0,12/11/2018,3.0,3.0,2.0,4.0,14644.0,297.0,297.0,6.0,179.0,7.0,68.0,28.0,2.0202020202020203,60.0,3.0,23.0,9.0,38.714285714285715,20.025,-1.6,49.30639730639731,14644.0,3.0,3.0,4.0,2.0,49.30639730639731
487,E08000033,2019,201819.0,E12000003,Yorkshire and The Humber,Calderdale,,20.0,-1.27,,213.0,,64.0,,78.0,,23.0,23.0,7.0,,,,,,15358.0,334.0,334.0,5.0,213.0,4.0,78.0,23.0,1.4970059880239521,64.0,1.1976047904191618,23.0,7.0,36.0,20.0,-1.27,45.98203592814371,15358.0,3.0,3.0,4.0,2.0,45.98203592814371
336,E08000033,2020,201920.0,E12000003,Yorkshire and The Humber,Calderdale,,24.0,,6.0,209.0,4.0,63.0,0.0,84.0,0.0,25.0,42.0,13.0,,,,,,18196.0,330.0,330.0,6.0,209.0,0.0,84.0,42.0,4.0,63.0,0.0,25.0,13.0,34.42857142857143,24.0,-1.1673333333333333,55.13939393939394,18196.0,3.0,3.0,4.0,2.0,55.13939393939394
186,E08000033,2021,202021.0,E12000003,Yorkshire and The Humber,Calderdale,,31.0,,0.0,213.0,0.0,62.0,0.0,82.0,0.0,24.0,23.0,7.0,,,,,,19323.0,341.0,341.0,0.0,213.0,0.0,82.0,23.0,0.0,62.0,0.0,24.0,7.0,34.42857142857143,31.0,-1.1673333333333333,56.665689149560116,19323.0,3.0,3.0,4.0,2.0,56.665689149560116
37,E08000033,2022,202122.0,E12000003,Yorkshire and The Humber,Calderdale,,,-1.72,11.0,216.0,7.0,64.0,0.0,98.0,0.0,29.0,19.0,6.0,,,,,,19504.0,337.0,337.0,11.0,216.0,0.0,98.0,19.0,7.0,64.0,0.0,29.0,6.0,27.333333333333332,23.93,-1.72,57.875370919881306,19504.0,3.0,3.0,4.0,2.0,57.875370919881306
673,E10000003,2018,201718.0,E12000006,East of England,Cambridgeshire,24.0,14.8,-0.71,13.0,356.0,4.0,51.0,140.0,360.0,31.0,51.0,65.0,9.0,,,,,,32636.0,700.0,700.0,13.0,356.0,140.0,360.0,65.0,4.0,51.0,31.0,51.0,9.0,24.0,14.8,-0.71,46.62285714285714,32636.0,2.0,3.0,2.0,2.0,46.62285714285714
524,E10000003,2019,201819.0,E12000006,East of England,Cambridgeshire,26.0,13.1,-1.04,11.0,348.0,3.0,45.0,33.0,408.0,6.0,53.0,61.0,8.0,14/01/2019,2.0,3.0,2.0,2.0,37945.0,773.0,773.0,11.0,348.0,33.0,408.0,61.0,3.0,45.0,6.0,53.0,8.0,26.0,13.1,-1.04,49.08796895213454,37945.0,2.0,3.0,2.0,2.0,49.08796895213454
373,E10000003,2020,201920.0,E12000006,East of England,Cambridgeshire,,25.8,,11.0,326.0,3.0,45.0,20.0,368.0,4.0,51.0,73.0,10.0,,,,,,42162.0,717.0,717.0,11.0,326.0,20.0,368.0,73.0,3.0,45.0,4.0,51.0,10.0,34.52173913043478,25.8,-1.1896875,58.80334728033473,42162.0,2.0,3.0,2.0,2.0,58.80334728033473
223,E10000003,2021,202021.0,E12000006,East of England,Cambridgeshire,,26.4,,0.0,292.0,0.0,46.0,0.0,333.0,0.0,52.0,60.0,9.0,,,,,,43086.0,640.0,640.0,0.0,292.0,0.0,333.0,60.0,0.0,46.0,0.0,52.0,9.0,34.52173913043478,26.4,-1.1896875,67.321875,43086.0,2.0,3.0,2.0,2.0,67.321875
73,E10000003,2022,202122.0,E12000006,East of England,Cambridgeshire,35.0,30.4,-0.86,10.0,295.0,3.0,49.0,0.0,292.0,0.0,49.0,70.0,12.0,,,,,,40724.0,597.0,597.0,10.0,295.0,0.0,292.0,70.0,3.0,49.0,0.0,49.0,12.0,35.0,30.4,-0.86,68.21440536013401,40724.0,2.0,3.0,2.0,2.0,68.21440536013401
715,E09000007,2018,201718.0,E13000001,Inner London,Camden,,,-0.85,7.0,83.0,6.0,41.0,20.0,93.0,16.0,46.0,16.0,8.0,,,,,,16240.0,201.0,201.0,7.0,83.0,20.0,93.0,16.0,6.0,41.0,16.0,46.0,8.0,42.75,17.75,-0.85,80.79601990049751,16240.0,4.0,4.0,4.0,3.0,80.79601990049751
566,E09000007,2019,201819.0,E13000001,Inner London,Camden,,,-0.92,,89.0,,47.0,13.0,90.0,11.0,48.0,15.0,8.0,,,,,,17132.0,189.0,189.0,2.0,89.0,13.0,90.0,15.0,1.0582010582010581,47.0,11.0,48.0,8.0,40.75,24.71666666666667,-0.92,90.64550264550265,17132.0,4.0,4.0,4.0,3.0,90.64550264550265
417,E09000007,2020,201920.0,E13000001,Inner London,Camden,,42.9,,9.0,91.0,10.0,48.0,18.0,90.0,17.0,48.0,18.0,10.0,,,,,,17251.0,189.0,189.0,9.0,91.0,18.0,90.0,18.0,10.0,48.0,17.0,48.0,10.0,45.44444444444444,42.9,-1.3625714285714285,91.27513227513228,17251.0,4.0,4.0,4.0,3.0,91.27513227513228
266,E09000007,2021,202021.0,E13000001,Inner London,Camden,,,,11.0,84.0,15.0,45.0,14.0,77.0,13.0,41.0,13.0,7.0,,,,,,18261.0,187.0,187.0,11.0,84.0,14.0,77.0,13.0,15.0,45.0,13.0,41.0,7.0,45.44444444444444,32.230000000000004,-1.3625714285714285,97.6524064171123,18261.0,4.0,4.0,4.0,3.0,97.6524064171123
116,E09000007,2022,202122.0,E13000001,Inner London,Camden,,,,,71.0,,37.0,9.0,94.0,8.0,49.0,17.0,9.0,25/04/2022,4.0,4.0,3.0,4.0,22638.0,191.0,191.0,1.0,71.0,9.0,94.0,17.0,0.5235602094240838,37.0,8.0,49.0,9.0,75.0,28.875,-1.329090909090909,118.52356020942409,22638.0,4.0,4.0,4.0,3.0,118.52356020942409
674,E06000056,2018,201718.0,E12000006,East of England,Central Bedfordshire,47.0,,-0.63,6.0,128.0,4.0,41.0,14.0,125.0,7.0,40.0,26.0,8.0,,,,,,11874.0,313.0,313.0,6.0,128.0,14.0,125.0,26.0,4.0,41.0,7.0,40.0,8.0,47.0,21.085714285714285,-0.63,37.936102236421725,11874.0,3.0,3.0,3.0,3.0,37.936102236421725
525,E06000056,2019,201819.0,E12000006,East of England,Central Bedfordshire,36.0,,-0.63,,134.0,,42.0,12.0,142.0,5.0,44.0,20.0,6.0,,,,,,12250.0,320.0,320.0,1.0,134.0,12.0,142.0,20.0,0.3125,42.0,5.0,44.0,6.0,36.0,20.24285714285714,-0.63,38.28125,12250.0,3.0,3.0,3.0,3.0,38.28125
374,E06000056,2020,201920.0,E12000006,East of England,Central Bedfordshire,,31.0,,,135.0,,43.0,11.0,127.0,5.0,40.0,18.0,6.0,,,,,,13059.0,316.0,316.0,3.0,135.0,11.0,127.0,18.0,0.949367088607595,43.0,5.0,40.0,6.0,34.52173913043478,31.0,-1.1896875,41.325949367088604,13059.0,3.0,3.0,3.0,3.0,41.325949367088604
224,E06000056,2021,202021.0,E12000006,East of England,Central Bedfordshire,,37.5,,,125.0,,39.0,6.0,133.0,2.0,41.0,18.0,6.0,,,,,,14459.0,323.0,323.0,4.0,125.0,6.0,133.0,18.0,1.238390092879257,39.0,2.0,41.0,6.0,34.52173913043478,37.5,-1.1896875,44.76470588235294,14459.0,3.0,3.0,3.0,3.0,44.76470588235294
74,E06000056,2022,202122.0,E12000006,East of England,Central Bedfordshire,,,-1.54,0.0,123.0,0.0,38.0,,139.0,,43.0,21.0,6.0,17/01/2022,3.0,3.0,3.0,3.0,16407.0,327.0,327.0,0.0,123.0,3.0,139.0,21.0,0.0,38.0,0.9174311926605505,43.0,6.0,31.166666666666668,26.966666666666665,-1.54,50.174311926605505,16407.0,3.0,3.0,3.0,3.0,50.174311926605505
615,E06000049,2018,201718.0,E12000002,North West,Cheshire East,,,-1.62,8.0,268.0,3.0,56.0,17.0,172.0,5.0,36.0,50.0,11.0,,,,,,24515.0,476.0,476.0,8.0,268.0,17.0,172.0,50.0,3.0,56.0,5.0,36.0,11.0,40.5625,22.027272727272727,-1.62,51.502100840336134,24515.0,2.0,2.0,2.0,2.0,51.502100840336134
466,E06000049,2019,201819.0,E12000002,North West,Cheshire East,,15.0,-1.42,6.0,272.0,2.0,56.0,22.0,196.0,6.0,40.0,68.0,14.0,18/11/2019,2.0,2.0,2.0,2.0,27379.0,485.0,485.0,6.0,272.0,22.0,196.0,68.0,2.0,56.0,6.0,40.0,14.0,41.111111111111114,15.0,-1.42,56.45154639175258,27379.0,2.0,2.0,2.0,2.0,56.45154639175258
315,E06000049,2020,201920.0,E12000002,North West,Cheshire East,,36.6,,6.0,300.0,2.0,56.0,21.0,216.0,5.0,40.0,65.0,12.0,,,,,,30568.0,534.0,534.0,6.0,300.0,21.0,216.0,65.0,2.0,56.0,5.0,40.0,12.0,38.5,36.6,-1.376231884057971,57.243445692883896,30568.0,2.0,2.0,2.0,2.0,57.243445692883896
165,E06000049,2021,202021.0,E12000002,North West,Cheshire East,,26.2,,,302.0,,58.0,22.0,191.0,5.0,37.0,38.0,7.0,,,,,,32357.0,518.0,518.0,2.0,302.0,22.0,191.0,38.0,0.3861003861003861,58.0,5.0,37.0,7.0,38.5,26.2,-1.376231884057971,62.465250965250966,32357.0,2.0,2.0,2.0,2.0,62.465250965250966
16,E06000049,2022,202122.0,E12000002,North West,Cheshire East,37.0,21.3,-1.12,7.0,321.0,3.0,61.0,9.0,192.0,2.0,37.0,61.0,12.0,,,,,,34789.0,522.0,522.0,7.0,321.0,9.0,192.0,61.0,3.0,61.0,2.0,37.0,12.0,37.0,21.3,-1.12,66.6455938697318,34789.0,2.0,2.0,2.0,2.0,66.6455938697318
616,E06000050,2018,201718.0,E12000002,North West,Cheshire West and Chester,43.0,29.0,-1.39,,290.0,,59.0,,137.0,,28.0,41.0,8.0,,,,,,21772.0,488.0,488.0,5.0,290.0,4.0,137.0,41.0,1.0245901639344261,59.0,0.819672131147541,28.0,8.0,43.0,29.0,-1.39,44.614754098360656,21772.0,3.0,3.0,3.0,3.0,44.614754098360656
467,E06000050,2019,201819.0,E12000002,North West,Cheshire West and Chester,,,-1.0,,280.0,,59.0,9.0,141.0,2.0,30.0,37.0,8.0,18/03/2019,3.0,3.0,3.0,3.0,25653.0,477.0,477.0,6.0,280.0,9.0,141.0,37.0,1.257861635220126,59.0,2.0,30.0,8.0,41.111111111111114,21.9375,-1.0,53.77987421383648,25653.0,3.0,3.0,3.0,3.0,53.77987421383648
316,E06000050,2020,201920.0,E12000002,North West,Cheshire West and Chester,,34.5,,,296.0,,61.0,12.0,151.0,3.0,31.0,42.0,9.0,,,,,,27313.0,488.0,488.0,2.0,296.0,12.0,151.0,42.0,0.4098360655737705,61.0,3.0,31.0,9.0,38.5,34.5,-1.376231884057971,55.96926229508197,27313.0,3.0,3.0,3.0,3.0,55.96926229508197
166,E06000050,2021,202021.0,E12000002,North West,Cheshire West and Chester,,25.0,,,308.0,,61.0,13.0,155.0,3.0,30.0,44.0,9.0,,,,,,36451.0,509.0,509.0,4.0,308.0,13.0,155.0,44.0,0.7858546168958742,61.0,3.0,30.0,9.0,38.5,25.0,-1.376231884057971,71.61296660117878,36451.0,3.0,3.0,3.0,3.0,71.61296660117878
17,E06000050,2022,202122.0,E12000002,North West,Cheshire West and Chester,35.0,25.5,-1.31,,330.0,,61.0,8.0,173.0,2.0,32.0,35.0,7.0,,,,,,33816.0,538.0,538.0,4.0,330.0,8.0,173.0,35.0,0.7434944237918215,61.0,2.0,32.0,7.0,35.0,25.5,-1.31,62.8550185873606,33816.0,3.0,3.0,3.0,3.0,62.8550185873606
716,E09000001,2018,201718.0,E13000001,Inner London,City of London,,,,0.0,,0.0,,,,,,,,,,,,,1114.0,10.0,10.0,0.0,4.0,2.0,5.0,4.0,0.0,40.0,20.0,50.0,40.0,42.75,17.75,-1.4525,111.4,1114.0,4.0,4.0,4.0,3.0,111.4
567,E09000001,2019,201819.0,E13000001,Inner London,City of London,,,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,95.0,,,,,,,,299.0,20.0,20.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,95.0,30.0,40.75,24.71666666666667,-1.3033333333333335,14.95,299.0,4.0,4.0,4.0,3.0,14.95
418,E09000001,2020,201920.0,E13000001,Inner London,City of London,,,,,0.0,,0.0,0.0,20.0,0.0,83.0,,,02/03/2020,4.0,4.0,3.0,4.0,430.0,24.0,24.0,4.0,0.0,0.0,20.0,5.0,16.666666666666664,0.0,0.0,83.0,20.833333333333336,45.44444444444444,33.60909090909091,-1.3625714285714285,17.916666666666668,430.0,4.0,4.0,4.0,3.0,17.916666666666668
267,E09000001,2021,202021.0,E13000001,Inner London,City of London,,,,,0.0,,0.0,0.0,19.0,0.0,95.0,,,,,,,,840.0,20.0,20.0,1.0,0.0,0.0,19.0,4.0,5.0,0.0,0.0,95.0,20.0,45.44444444444444,32.230000000000004,-1.3625714285714285,42.0,840.0,4.0,4.0,4.0,3.0,42.0
117,E09000001,2022,202122.0,E13000001,Inner London,City of London,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,588.0,10.0,10.0,2.0,2.0,0.0,1.0,0.0,20.0,20.0,0.0,10.0,0.0,75.0,28.875,-1.329090909090909,58.8,588.0,4.0,4.0,4.0,3.0,58.8
704,E06000052,2018,201718.0,E12000009,South West,Cornwall,64.0,22.2,-1.33,8.0,376.0,3.0,81.0,21.0,92.0,7.0,20.0,70.0,15.0,,,,,,26679.0,465.0,465.0,8.0,376.0,21.0,92.0,70.0,3.0,81.0,7.0,20.0,15.0,64.0,22.2,-1.33,57.3741935483871,26679.0,4.0,4.0,4.0,3.0,57.3741935483871
555,E06000052,2019,201819.0,E12000009,South West,Cornwall,,23.3,-1.45,7.0,375.0,3.0,83.0,22.0,97.0,7.0,21.0,54.0,12.0,14/10/2019,4.0,4.0,3.0,4.0,19319.0,454.0,454.0,7.0,375.0,22.0,97.0,54.0,3.0,83.0,7.0,21.0,12.0,35.75,23.3,-1.45,42.552863436123346,19319.0,4.0,4.0,4.0,3.0,42.552863436123346
405,E06000052,2020,201920.0,E12000009,South West,Cornwall,,25.0,,10.0,373.0,4.0,79.0,10.0,119.0,3.0,25.0,62.0,13.0,,,,,,21402.0,474.0,474.0,10.0,373.0,10.0,119.0,62.0,4.0,79.0,3.0,25.0,13.0,37.166666666666664,25.0,-1.333976528059097,45.151898734177216,21402.0,4.0,4.0,4.0,3.0,45.151898734177216
255,E06000052,2021,202021.0,E12000009,South West,Cornwall,,30.4,,17.0,402.0,7.0,81.0,9.0,114.0,3.0,23.0,64.0,13.0,,,,,,23186.0,496.0,496.0,17.0,402.0,9.0,114.0,64.0,7.0,81.0,3.0,23.0,13.0,37.166666666666664,30.4,-1.333976528059097,46.74596774193548,23186.0,4.0,4.0,4.0,3.0,46.74596774193548
105,E06000052,2022,202122.0,E12000009,South West,Cornwall,44.0,29.3,-0.92,,389.0,,78.0,10.0,133.0,3.0,27.0,69.0,14.0,,,,,,26700.0,501.0,501.0,2.0,389.0,10.0,133.0,69.0,0.39920159680638717,78.0,3.0,27.0,14.0,44.0,29.3,-0.92,53.293413173652695,26700.0,4.0,4.0,4.0,3.0,53.293413173652695
599,E06000047,2018,201718.0,E12000001,North East,County Durham,37.0,17.3,-1.17,17.0,596.0,5.0,74.0,8.0,98.0,1.0,12.0,68.0,8.0,,,,,,28676.0,803.0,803.0,17.0,596.0,8.0,98.0,68.0,5.0,74.0,1.0,12.0,8.0,37.0,17.3,-1.17,35.71108343711084,28676.0,3.0,4.0,3.0,3.0,35.71108343711084
450,E06000047,2019,201819.0,E12000001,North East,County Durham,55.0,22.8,-0.92,17.0,631.0,5.0,75.0,11.0,105.0,2.0,12.0,93.0,11.0,,,,,,33943.0,845.0,845.0,17.0,631.0,11.0,105.0,93.0,5.0,75.0,2.0,12.0,11.0,55.0,22.8,-0.92,40.16923076923077,33943.0,3.0,4.0,3.0,3.0,40.16923076923077
299,E06000047,2020,201920.0,E12000001,North East,County Durham,,20.5,,11.0,683.0,3.0,75.0,12.0,158.0,2.0,17.0,75.0,8.0,,,,,,38324.0,914.0,914.0,11.0,683.0,12.0,158.0,75.0,3.0,75.0,2.0,17.0,8.0,43.77272727272727,20.5,-1.4188888888888889,41.92997811816193,38324.0,3.0,4.0,3.0,3.0,41.92997811816193
